agency_id,agency_name,grade,score,checked,expiry_status,days_until_expiry,needs_attention,attention_reason,top_fix
star-transit-819,STAR Transit,C,78.2,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
washington-county-transit-2286,Washington County Transit,C,78.3,2026-07-04,current,181,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
cortran,Flex,C,78.4,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
cripple-creek-transportation,Cripple Creek Transportation,C,78.4,2026-07-04,current,103,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
cripple-creek-transportation-317,Cripple Creek Transportation,C,78.4,2026-07-04,current,103,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
lake-county-senior-center-transportation-program,Flex,C,78.4,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
ryde-racine-2246,Ryde Racine,C,78.4,2026-07-04,current,545,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
montgomery-transit,Montgomery Transit,C,78.5,2026-07-04,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
montgomery-transit-338,Montgomery Transit,C,78.5,2026-07-04,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
williamsburg-area-transit-authority-2438,Flex,C,78.5,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
bay-transit-2439,Flex,C,78.6,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
lewiston-transit-system-and-asotin-county-public-transportation-benefit-area-ptba,Lewiston Transit System and Asotin County Public Transportation Benefit Area (PTBA),C,78.7,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
muckleshoot-tribal-transit,Muckleshoot Tribal Transit,C,78.8,2026-07-04,current,89,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
biddeford-saco-old-orchard-beach-transit,Biddeford Saco Old Orchard Beach Transit,C,78.9,2026-07-04,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
tri-valley-transit,Tri-Valley Transit,C,78.9,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
tri-valley-transit-852,Tri-Valley Transit,C,78.9,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
allen-county-regional-transit-authority,Allen County Regional Transit Authority,C,79.0,2026-07-04,current,150,no,,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default)."
bent-county-transportation,Flex,C,79.1,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
grant-transit-authority,Grant Transit Authority,C,79.1,2026-07-04,current,271,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
canby-ferry,Canby Ferry,C,79.3,2026-07-04,current,119,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
linn-shuttle,Linn Shuttle,C,79.3,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
pahto-public-passage,Pahto Public Passage,C,79.3,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
yuba-sutter-transit,Yuba-Sutter Transit,C,79.3,2026-07-04,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
yuba-sutter-transit-79,Yuba-Sutter Transit,C,79.3,2026-07-04,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
colville-confederated-tribes-transit,Colville Confederated Tribes Transit,C,79.4,2026-07-04,current,240,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
cottonwood-area-transit-cat,Cottonwood Area Transit (CAT),C,79.4,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
cottonwood-area-transit-cat-158,Cottonwood Area Transit (CAT),C,79.4,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
brightline-trains-llc,Brightline Trains LLC,C,79.6,2026-07-04,current,300,no,,Review the rule documentation for 'invalid_phone_number' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
manteca-transit,Manteca Transit,C,79.6,2026-07-04,current,150,no,,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default)."
summit-stage,Summit Stage,C,79.6,2026-07-04,current,133,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
summit-stage-820,Summit Stage,C,79.6,2026-07-04,current,133,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
lake-transit,Lake Transit Authority (LTA),C,79.8,2026-07-04,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
lake-transit-authority-lta,Lake Transit Authority (LTA),C,79.8,2026-07-04,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
swan-island-evening-shuttle,Swan Island Evening Shuttle,C,79.8,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
valley-metro-vm,Valley Metro (VM),C,79.9,2026-07-04,current,113,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
sandy-area-metro-sam,Sandy Area Metro (SAM),C,80.0,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
vail-transit,Vail Transit,B,80.0,2026-07-04,current,155,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
vail-transit-174,Vail Transit,B,80.0,2026-07-04,current,155,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
amtrak-vermonter,Amtrak Vermonter,B,80.1,2026-07-04,current,149,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
wallowa-community-connection-wcc-northeast-oregon-public-transit,"Wallowa Community Connection (WCC), Northeast Oregon Public Transit",B,80.1,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
altavista-community-transit-system,Altavista Community Transit System,B,80.2,2026-07-04,current,88,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
altavista-community-transit-system-882,Altavista Community Transit System,B,80.2,2026-07-04,current,88,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
bay-state-cruise-company,Bay State Cruise Company,B,80.2,2026-07-04,current,134,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
durango-transit-2290,Flex,B,80.2,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
makah-public-transit-2196,Makah Public Transit,B,80.2,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
mountain-empire-transit,Flex,B,80.2,2026-07-04,current,89,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
needles-area-transit,Needles Area Transit,B,80.2,2026-07-04,current,362,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
needles-area-transit-583,Needles Area Transit,B,80.2,2026-07-04,current,362,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
pasadena-transit,Pasadena Transit,B,80.2,2026-07-04,current,545,no,,Check the vehicle positions endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.
san-joaquin-regional-transit-district,San Joaquin Regional Transit District,B,80.2,2026-07-04,current,332,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
skamania-county-transit,Skamania County Transit,B,80.2,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
transfort,Flex,B,80.2,2026-07-04,current,89,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
pueblo-transit-2232,Pueblo Transit,B,80.3,2026-07-04,current,240,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
rivercities-transit-rct,RiverCities Transit (RCT),B,80.3,2026-07-04,current,149,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
rivercities-transit-rct-259,RiverCities Transit (RCT),B,80.3,2026-07-04,current,149,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
streamline,Streamline,B,80.3,2026-07-04,current,911,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
streamline-295,Streamline,B,80.3,2026-07-04,current,911,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
bay-transit,Bay Transit,B,80.5,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
bay-transit-224,Bay Transit,B,80.5,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
lassen-rural-bus-lrb,Lassen Rural Bus (LRB),B,80.5,2026-07-04,current,149,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
lassen-rural-bus-lrb-118,Lassen Rural Bus (LRB),B,80.5,2026-07-04,current,149,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
